rbt_id,age,education_level,years_experience,company_tenure,hourly_wage,caseload_size,weekly_hours,travel_time_per_week,supervision_hours_last_month,bcba_feedback_score,rbt_support_rating,supervision_helpfulness_score,bcba_communication_score,bcba_goal_communication_score,supervision_frequency_last_3_months,burnout_score,work_life_balance,turnover_status
RBT_1513,41,High School,2.2,2.2,28,11,29,0,5,5,1,4,4,2,12,6,2,1
RBT_1514,30,Bachelor's,5.2,1.2,23,9,37,4,8,2,5,1,1,1,8,6,5,0
RBT_1515,42,High School,1.3,5.7,21,6,31,1,7,3,5,2,3,5,6,4,1,0
RBT_1516,20,Bachelor's,2.4,1.7,23,5,36,6,8,1,4,2,2,5,13,1,2,0
RBT_1517,33,Bachelor's,9.5,5.1,18,6,20,8,5,5,5,4,5,3,3,1,1,0
RBT_1518,24,Bachelor's,9.8,6.6,24,5,27,0,2,3,2,3,1,4,5,1,3,0
RBT_1519,40,High School,4.1,3.8,28,5,29,1,8,2,3,4,3,2,7,5,2,1
RBT_1520,45,Bachelor's,9.3,3.9,24,11,29,5,9,4,3,1,4,1,9,7,5,1
RBT_1521,33,High School,5.7,3.3,18,6,37,7,2,3,3,1,4,1,4,1,3,0
RBT_1522,23,High School,3.1,2.4,20,11,28,6,1,1,4,5,5,2,12,1,5,0
RBT_1523,41,Bachelor's,7.2,3.4,22,7,21,8,6,5,4,2,5,1,14,6,1,0
RBT_1524,42,Bachelor's,6.8,4.3,28,9,22,1,3,4,3,1,5,1,2,2,5,1
RBT_1525,44,High School,9.9,6.9,23,7,21,8,1,2,1,3,1,2,3,2,2,0
RBT_1526,20,High School,3.0,6.6,15,3,25,3,6,1,3,3,5,3,7,7,1,0
RBT_1527,41,High School,6.9,6.1,15,4,31,2,8,4,5,4,1,1,8,9,2,1
RBT_1528,42,High School,1.0,6.2,27,7,38,6,9,2,3,1,2,5,5,8,1,1
RBT_1529,38,High School,1.6,3.4,22,8,34,4,6,1,3,1,3,5,3,2,2,0
RBT_1530,27,High School,0.5,4.7,25,9,38,4,6,5,1,5,4,5,1,7,3,0
RBT_1531,34,High School,10.0,6.3,21,4,31,1,1,2,4,5,1,2,10,5,2,0
RBT_1532,40,Bachelor's,8.1,2.9,23,11,37,5,5,4,4,5,3,5,13,4,3,1
RBT_1533,34,Bachelor's,8.0,6.7,25,8,35,5,3,1,5,1,5,4,1,4,4,0
RBT_1534,28,Bachelor's,5.3,3.0,17,4,21,3,7,3,3,4,4,1,11,4,5,1
RBT_1535,40,High School,3.4,4.3,24,4,30,4,9,1,2,4,1,3,2,9,1,0
RBT_1536,28,Master's,1.9,5.0,26,5,31,6,6,4,5,4,5,5,5,7,5,0
RBT_1537,29,Bachelor's,3.2,6.7,19,3,24,7,5,4,4,4,3,2,3,7,3,1
RBT_1538,39,Bachelor's,4.1,1.9,17,11,25,5,7,3,1,3,2,3,13,4,3,0
RBT_1539,44,Bachelor's,7.7,5.3,29,6,30,4,9,4,4,1,3,2,7,9,3,0
RBT_1540,40,Master's,5.6,3.7,19,7,29,2,5,1,4,2,1,3,2,8,2,0
RBT_1541,45,Bachelor's,1.2,2.0,24,9,23,6,5,2,1,1,2,3,2,4,5,1
RBT_1542,28,High School,0.7,5.5,15,3,28,7,4,1,3,4,2,1,3,6,3,0
RBT_1543,22,Bachelor's,1.5,4.0,28,5,31,2,5,4,3,3,5,3,13,4,4,0
RBT_1544,39,Bachelor's,4.4,4.7,25,5,29,4,7,3,4,3,3,4,12,1,3,0
RBT_1545,44,Bachelor's,9.4,2.4,18,4,33,1,3,3,5,1,1,4,1,5,5,0
RBT_1546,45,Bachelor's,6.6,3.5,20,10,24,9,4,5,2,2,2,4,2,3,3,1
RBT_1547,30,High School,8.1,4.4,16,7,20,9,9,3,5,4,5,2,5,1,3,0
RBT_1548,25,High School,4.9,3.0,27,3,24,3,2,3,5,3,2,1,3,2,1,0
RBT_1549,21,Master's,3.9,1.5,21,4,35,3,8,4,4,4,3,2,11,2,3,0
RBT_1550,26,Bachelor's,1.5,6.7,22,3,24,7,9,2,4,4,4,5,10,8,5,1
RBT_1551,37,Bachelor's,8.8,3.7,15,8,24,2,5,2,2,4,1,4,6,4,1,0
RBT_1552,46,High School,7.9,5.2,27,11,37,4,7,4,2,5,4,1,2,3,1,1
RBT_1553,21,High School,2.1,3.0,18,9,25,4,6,3,2,4,3,4,14,4,3,0
RBT_1554,46,Bachelor's,5.4,2.6,25,7,37,1,1,1,4,4,4,1,8,1,3,0
RBT_1555,36,Bachelor's,5.1,3.0,18,5,29,8,8,2,4,2,3,2,4,1,4,0
RBT_1556,30,Bachelor's,6.4,3.0,27,10,34,3,9,4,5,2,3,2,3,5,5,0
RBT_1557,46,High School,9.5,3.9,19,6,30,8,1,1,4,5,5,4,5,7,5,0
RBT_1558,31,Bachelor's,6.0,3.9,28,11,38,8,8,3,3,5,4,3,14,9,2,0
RBT_1559,46,High School,5.6,3.6,26,7,32,1,3,4,3,4,2,1,8,7,2,0
RBT_1560,38,Bachelor's,1.0,1.1,26,8,39,8,6,2,2,3,3,5,9,5,5,1
RBT_1561,41,High School,1.1,3.6,18,7,22,8,8,1,4,3,4,3,1,3,3,1
RBT_1562,43,High School,2.3,1.3,23,9,35,1,5,1,3,1,2,2,4,8,1,0
RBT_1563,44,Bachelor's,0.8,1.1,21,9,26,5,8,2,5,3,1,1,6,7,4,0
RBT_1564,26,Master's,7.6,6.5,27,3,31,8,7,1,1,3,2,3,6,4,3,1
RBT_1565,39,High School,7.4,4.3,16,4,34,3,7,2,5,2,4,5,13,1,1,0
RBT_1566,25,Bachelor's,1.8,4.7,15,9,27,1,7,4,1,1,4,3,9,3,5,1
RBT_1567,40,High School,8.4,2.9,23,10,36,6,9,5,5,1,2,5,1,8,3,0
RBT_1568,43,High School,2.0,6.4,15,6,20,8,6,3,3,2,2,2,13,2,4,1
RBT_1569,20,High School,3.4,4.5,20,8,27,5,6,4,4,3,3,1,14,9,2,0
RBT_1570,36,High School,2.9,5.4,29,5,33,3,9,3,1,3,4,2,5,4,1,0
RBT_1571,48,Bachelor's,4.0,2.7,29,9,29,0,6,3,4,1,3,1,10,7,3,0
RBT_1572,30,High School,2.9,6.7,16,5,38,3,7,2,4,3,3,3,1,7,4,0
RBT_1573,41,High School,5.1,5.8,18,9,27,2,7,5,3,1,1,2,6,8,3,0
RBT_1574,45,Master's,4.4,6.0,20,10,38,6,2,3,2,3,4,1,9,7,5,0
RBT_1575,47,High School,9.9,1.4,19,5,23,9,8,3,2,4,3,5,4,4,1,0
RBT_1576,37,Bachelor's,1.0,2.0,25,4,29,4,6,4,1,2,1,1,10,7,5,0
RBT_1577,40,High School,1.9,2.1,20,8,22,2,4,5,3,5,3,2,10,5,5,0
RBT_1578,36,Bachelor's,1.0,2.0,17,6,23,1,7,5,4,4,3,2,9,7,2,0
RBT_1579,26,High School,6.4,6.0,19,10,35,1,8,3,5,3,4,3,3,3,5,0
RBT_1580,36,High School,1.0,0.4,16,4,23,4,1,5,5,5,2,5,11,7,4,0
RBT_1581,39,High School,8.4,0.7,21,6,39,7,4,4,1,4,2,1,7,7,1,0
RBT_1582,28,High School,5.4,2.1,17,4,39,7,4,2,1,2,4,2,5,2,2,1
RBT_1583,36,High School,5.5,1.6,15,4,32,4,9,3,1,5,2,1,10,8,3,1
RBT_1584,39,Bachelor's,5.8,1.8,28,4,36,1,6,1,3,5,5,4,1,7,5,0
RBT_1585,41,Bachelor's,2.1,5.6,22,3,35,3,4,3,5,2,2,5,7,9,3,0
RBT_1586,41,Bachelor's,2.4,4.0,22,6,36,6,1,3,3,4,3,5,8,4,2,0
RBT_1587,47,Bachelor's,3.5,0.2,17,4,25,5,8,2,3,5,3,4,6,9,3,0
RBT_1588,48,High School,6.1,3.1,27,11,22,9,9,1,4,2,1,5,1,1,4,0
RBT_1589,27,High School,2.5,3.0,21,11,39,6,5,1,3,4,4,4,9,5,2,0
RBT_1590,36,High School,1.6,1.0,23,9,23,4,5,1,3,3,1,1,7,7,1,0
RBT_1591,26,High School,9.7,4.8,22,8,27,1,8,2,4,1,3,4,14,4,1,0
RBT_1592,20,Bachelor's,0.7,5.0,17,5,39,7,8,5,2,3,3,3,6,7,1,0
RBT_1593,32,Bachelor's,8.1,5.1,29,9,28,1,5,1,4,3,1,4,4,9,1,0
RBT_1594,49,High School,8.0,5.2,27,3,20,7,4,5,1,1,5,1,3,5,2,0
RBT_1595,42,High School,3.3,0.2,16,11,32,6,6,4,2,3,2,5,4,5,2,0
RBT_1596,38,Bachelor's,1.8,6.7,27,6,21,2,5,2,5,3,5,3,1,2,2,0
RBT_1597,46,Bachelor's,1.9,5.7,24,8,29,3,8,5,3,2,5,4,9,5,5,0
RBT_1598,43,High School,7.1,6.3,21,8,38,6,9,1,2,2,5,1,2,8,2,0
RBT_1599,38,Master's,6.6,0.3,21,5,36,3,1,1,5,4,5,3,2,4,2,0
RBT_1600,49,Master's,7.9,6.6,23,6,32,8,9,5,4,5,2,3,3,2,2,1
RBT_1601,49,High School,9.4,5.7,19,5,33,6,9,5,4,4,4,3,14,8,1,0
RBT_1602,48,High School,7.1,5.9,18,8,30,0,6,4,1,2,1,4,13,4,4,0
RBT_1603,36,Bachelor's,2.0,0.8,22,3,29,0,5,2,1,2,5,1,1,5,1,0
RBT_1604,32,Master's,2.8,5.2,28,10,26,3,7,3,2,1,5,1,10,7,4,0
RBT_1605,48,Bachelor's,8.5,6.7,18,10,29,8,8,4,3,1,1,1,3,5,4,1
RBT_1606,49,High School,2.5,4.8,18,11,20,3,9,4,4,2,1,2,4,4,4,1
RBT_1607,35,High School,1.2,4.1,26,8,33,4,9,4,2,3,4,5,9,7,1,0
RBT_1608,27,Bachelor's,7.2,6.6,28,3,22,0,3,1,2,4,3,1,5,4,5,0
RBT_1609,38,Bachelor's,4.3,3.2,26,5,32,1,8,5,2,2,4,2,11,4,3,0
RBT_1610,37,High School,9.2,4.3,16,3,21,3,1,2,1,2,3,2,6,2,5,1
RBT_1611,20,Bachelor's,6.7,3.4,27,7,36,3,7,1,4,1,2,3,13,5,1,1
RBT_1612,33,Bachelor's,1.4,6.5,29,5,22,9,5,4,1,4,4,5,1,8,4,0
RBT_1613,38,Bachelor's,9.5,0.7,15,4,34,5,2,2,1,4,2,3,3,4,3,0
RBT_1614,34,Bachelor's,3.0,3.6,18,5,27,5,2,1,2,5,1,5,14,2,5,1
RBT_1615,37,Bachelor's,3.7,4.9,21,11,25,7,8,3,5,2,4,3,7,9,2,0
RBT_1616,21,High School,4.3,5.6,26,10,28,8,5,4,5,5,1,4,7,6,5,0
RBT_1617,41,Bachelor's,1.0,4.2,23,5,30,0,3,1,5,1,5,5,10,3,1,0
RBT_1618,47,High School,5.2,6.4,23,4,21,0,1,1,2,5,1,2,13,5,3,0
RBT_1619,36,Bachelor's,1.7,6.6,26,7,28,5,7,4,3,3,5,2,12,6,2,1
RBT_1620,37,High School,4.3,0.6,24,3,37,3,3,3,4,2,3,5,12,9,3,1
RBT_1621,49,Bachelor's,3.8,2.9,29,6,38,3,7,5,2,2,5,3,13,5,3,0
RBT_1622,25,High School,7.8,0.4,15,10,37,0,2,3,2,4,3,4,1,9,5,0
RBT_1623,38,High School,8.1,2.4,19,3,24,8,4,4,1,5,5,4,9,1,4,0
RBT_1624,23,High School,2.0,3.9,21,7,37,2,2,5,5,4,5,1,1,4,5,0
RBT_1625,20,High School,4.0,6.4,27,6,31,4,4,1,2,5,2,5,7,1,2,0
RBT_1626,27,Bachelor's,4.0,6.0,21,8,23,9,5,3,3,5,2,4,12,2,1,0
RBT_1627,48,Bachelor's,1.9,1.1,24,9,34,0,8,3,4,1,1,3,12,2,5,1
RBT_1628,42,Bachelor's,8.1,0.8,20,11,30,7,2,5,3,5,2,3,2,5,4,0
RBT_1629,26,High School,7.2,4.2,25,3,38,2,3,1,2,4,3,2,9,1,4,0
RBT_1630,22,High School,2.3,3.8,24,6,24,0,5,3,2,5,2,4,12,3,5,0
RBT_1631,29,High School,4.0,2.0,18,8,25,9,9,5,1,5,1,4,12,6,2,0
RBT_1632,29,High School,1.5,6.3,17,9,32,5,5,3,3,2,4,3,9,1,4,0
RBT_1633,38,Bachelor's,6.5,6.5,26,9,29,0,9,1,1,2,3,2,9,1,4,0
RBT_1634,33,High School,1.7,2.9,27,10,33,2,4,1,3,2,4,4,4,3,2,0
RBT_1635,21,High School,9.9,6.3,23,10,23,4,5,2,5,3,3,3,6,9,2,0
RBT_1636,47,High School,7.9,2.8,29,10,39,3,9,5,5,2,1,2,13,2,2,0
RBT_1637,20,High School,4.2,5.2,26,10,31,6,4,4,3,3,2,2,12,6,2,0
RBT_1638,42,Bachelor's,6.0,3.4,27,10,34,5,5,3,1,3,4,3,2,3,5,0
RBT_1639,42,Bachelor's,9.2,1.0,24,8,29,2,5,1,5,4,4,2,3,6,5,0
RBT_1640,47,High School,5.8,6.5,18,11,30,7,4,3,2,2,2,2,6,7,3,0
RBT_1641,37,High School,2.2,3.3,22,5,28,7,4,3,4,5,1,1,1,7,3,0
RBT_1642,26,High School,4.1,5.2,27,8,30,1,5,4,1,1,2,2,7,2,3,0
RBT_1643,48,High School,8.5,2.7,15,7,21,6,6,1,3,5,5,4,2,3,4,0
RBT_1644,27,High School,6.6,0.3,21,10,32,0,7,2,4,2,5,2,8,4,2,0
RBT_1645,20,Master's,6.7,0.9,26,6,27,1,6,5,4,5,5,4,5,8,5,0
RBT_1646,44,Bachelor's,8.7,3.6,20,6,27,7,1,3,2,2,4,3,7,5,5,0
RBT_1647,42,Bachelor's,9.0,4.9,27,7,20,0,2,4,1,2,4,2,8,1,2,0
RBT_1648,22,High School,9.2,2.5,26,8,25,1,7,4,4,5,1,3,3,9,3,0
RBT_1649,43,High School,1.4,4.9,15,6,32,0,3,5,1,3,3,5,6,1,4,1
RBT_1650,42,Bachelor's,5.7,5.0,29,4,28,4,2,5,2,4,2,2,12,2,5,0
RBT_1651,46,Bachelor's,7.5,5.0,18,4,25,6,6,1,3,4,3,3,9,7,1,1
RBT_1652,48,Bachelor's,7.7,3.5,26,5,34,5,4,3,4,4,4,5,4,3,4,0
RBT_1653,27,High School,6.3,6.4,29,4,35,5,5,3,4,4,2,4,10,6,4,0
RBT_1654,41,Bachelor's,2.1,3.5,28,3,23,5,6,5,4,1,4,4,7,8,3,1
RBT_1655,44,High School,8.1,3.3,19,10,36,7,3,2,1,2,1,4,1,5,2,1
RBT_1656,34,Bachelor's,7.3,1.6,25,7,28,4,1,3,4,1,2,4,12,1,1,0
RBT_1657,24,Bachelor's,1.3,2.3,22,3,31,9,3,4,1,4,4,4,7,3,3,0
RBT_1658,22,Bachelor's,4.9,0.5,29,11,38,6,3,5,5,4,5,1,9,2,2,0
RBT_1659,38,High School,2.2,4.5,18,10,39,2,6,3,5,5,5,3,10,6,1,1
RBT_1660,20,Bachelor's,3.7,1.9,17,6,31,8,4,1,1,4,4,5,8,5,5,0
RBT_1661,47,High School,0.7,2.3,16,10,25,9,7,5,5,2,3,5,4,7,1,0
RBT_1662,34,High School,4.3,5.4,18,9,31,2,2,4,2,4,1,2,3,2,3,0
RBT_1663,27,High School,5.7,2.4,25,9,28,5,4,1,2,4,1,3,7,6,1,0
RBT_1664,21,Bachelor's,6.4,1.8,24,3,39,2,8,5,5,1,4,1,13,5,1,1
RBT_1665,22,High School,6.8,1.3,28,8,24,0,6,5,3,2,1,1,12,6,1,1
RBT_1666,43,High School,8.4,5.5,27,6,22,0,3,3,1,3,2,3,1,5,5,0
RBT_1667,33,Bachelor's,2.5,1.1,18,4,21,2,2,1,5,5,1,4,8,7,2,0
RBT_1668,43,High School,1.6,3.3,27,9,27,3,3,5,1,3,5,4,14,5,1,1
RBT_1669,33,Bachelor's,8.6,3.6,24,11,29,1,1,4,5,1,4,3,12,7,4,0
RBT_1670,30,High School,2.0,4.9,19,7,34,8,1,1,2,4,2,5,1,1,3,0
RBT_1671,35,High School,9.8,4.5,27,10,28,7,2,3,3,5,1,4,7,9,4,0
RBT_1672,23,Bachelor's,8.5,5.7,21,7,29,2,3,2,1,2,5,2,6,6,2,0
RBT_1673,39,High School,5.3,0.5,23,9,30,6,9,5,3,5,3,1,10,9,3,1
RBT_1674,24,High School,9.8,2.2,16,9,28,3,8,2,2,1,1,4,8,1,2,0
RBT_1675,41,Bachelor's,1.4,2.1,19,11,33,4,9,5,4,4,5,5,6,2,3,0
RBT_1676,40,Bachelor's,3.4,1.2,25,5,24,3,7,3,4,1,5,4,5,7,4,1
RBT_1677,33,Bachelor's,6.6,2.2,24,3,28,8,7,3,1,2,5,4,9,4,4,0
RBT_1678,42,High School,3.8,2.3,23,4,23,6,5,3,2,3,5,1,4,1,5,0
RBT_1679,35,High School,9.3,3.7,26,8,21,3,7,3,1,4,3,2,7,5,2,1
RBT_1680,37,Bachelor's,1.1,4.7,28,11,38,7,4,1,1,4,4,2,6,4,4,0
RBT_1681,26,Bachelor's,5.7,2.8,27,5,20,1,5,1,1,1,5,5,10,6,3,0
RBT_1682,29,Bachelor's,6.1,5.1,17,4,20,6,1,5,3,1,4,3,6,7,1,0
RBT_1683,26,Bachelor's,6.7,2.5,15,3,31,0,4,1,5,1,3,3,11,3,1,0
RBT_1684,20,Bachelor's,2.9,2.2,16,4,30,7,3,5,2,4,3,3,12,6,1,1
RBT_1685,42,High School,4.0,3.9,28,5,20,5,2,1,3,1,2,5,5,2,5,0
RBT_1686,40,High School,8.5,0.4,20,9,33,4,2,1,5,5,2,4,2,4,4,1
RBT_1687,38,Bachelor's,2.4,0.7,19,4,30,8,8,1,1,5,5,2,4,9,2,0
RBT_1688,35,High School,8.4,3.0,15,7,26,8,1,4,4,5,4,2,1,7,2,1
RBT_1689,48,High School,5.8,6.6,15,4,21,2,8,3,3,4,3,4,9,2,5,0
RBT_1690,38,Bachelor's,7.7,5.1,25,9,34,8,9,4,2,1,1,2,9,6,3,0
RBT_1691,23,Bachelor's,7.3,0.8,18,10,27,8,6,1,2,2,2,2,8,4,4,1
RBT_1692,48,High School,2.5,6.0,26,10,39,1,1,1,5,1,2,3,4,8,4,0
RBT_1693,47,High School,5.9,5.2,29,10,34,4,7,4,3,4,1,3,5,8,3,0
RBT_1694,37,High School,8.7,4.4,18,11,27,1,5,5,1,5,4,1,1,1,3,1
RBT_1695,21,Bachelor's,4.6,5.8,29,3,29,0,9,3,5,4,4,1,4,8,4,1
RBT_1696,20,Master's,9.7,2.9,20,3,38,6,7,5,2,1,4,2,4,7,4,1
RBT_1697,34,High School,4.8,1.7,20,4,22,3,5,3,3,4,5,3,5,1,1,0
RBT_1698,24,High School,1.9,3.7,24,8,39,4,2,2,4,2,5,1,2,3,2,0
RBT_1699,39,Bachelor's,4.2,3.9,28,3,33,3,4,3,1,4,1,1,2,5,1,0
RBT_1700,30,High School,9.5,3.9,20,7,28,5,2,5,2,3,3,3,12,3,1,0
RBT_1701,29,Bachelor's,3.5,4.0,15,7,28,1,9,3,3,4,1,1,2,3,2,0
RBT_1702,21,Master's,8.7,6.7,24,6,25,7,2,2,4,1,3,4,11,1,5,0
RBT_1703,22,High School,8.9,6.3,23,7,27,3,2,2,2,3,1,4,8,8,5,0
RBT_1704,42,Bachelor's,3.8,6.2,25,3,30,7,2,1,4,5,5,3,13,9,5,0
RBT_1705,42,High School,1.3,5.6,21,8,27,2,1,2,2,1,4,3,12,5,5,0
RBT_1706,31,High School,7.4,6.6,21,9,31,4,9,4,5,2,2,1,2,1,3,0
RBT_1707,39,Bachelor's,3.5,0.9,25,10,29,2,8,5,5,4,1,2,6,1,1,1
RBT_1708,24,High School,7.9,2.0,21,4,23,6,2,4,5,4,1,5,2,9,3,0
RBT_1709,24,Master's,4.7,3.6,16,9,35,2,2,4,3,1,2,4,13,1,3,0
RBT_1710,25,Bachelor's,5.1,6.0,16,8,39,7,5,5,5,4,1,4,8,9,2,0
RBT_1711,49,High School,7.9,3.6,20,11,25,8,4,4,3,4,4,3,14,3,5,0
RBT_1712,28,High School,4.1,5.3,21,10,28,1,2,4,1,5,2,2,1,3,4,0
RBT_1713,21,High School,4.7,1.1,17,6,24,2,8,4,5,4,2,3,2,4,5,0
RBT_1714,40,High School,4.1,1.9,27,11,25,6,8,2,3,4,4,1,14,5,1,0
RBT_1715,31,High School,4.0,5.2,18,3,36,4,4,5,2,5,4,2,5,6,3,1
RBT_1716,22,High School,5.5,1.3,28,8,36,9,4,5,3,4,2,1,6,6,1,0
RBT_1717,39,High School,8.2,2.6,26,10,32,6,9,5,3,5,4,4,9,9,3,0
RBT_1718,45,Bachelor's,3.9,2.0,17,6,36,1,4,4,2,2,4,3,6,1,3,0
RBT_1719,41,Bachelor's,5.5,2.6,21,4,33,3,9,2,3,4,4,3,8,9,3,1
RBT_1720,31,Bachelor's,6.9,5.0,21,4,21,0,3,5,2,1,2,5,12,4,4,0
RBT_1721,43,High School,3.1,2.7,18,3,38,4,2,3,4,3,1,2,7,7,5,1
RBT_1722,36,High School,3.1,4.0,27,7,22,7,8,5,5,2,3,4,1,6,3,1
RBT_1723,29,Bachelor's,9.4,0.9,21,8,21,0,3,1,1,4,2,5,2,9,2,0
RBT_1724,49,High School,7.4,5.7,19,6,21,6,2,3,3,1,3,5,4,2,3,0
RBT_1725,43,High School,6.0,2.7,15,6,26,6,8,5,2,3,4,3,12,2,5,0
RBT_1726,46,Bachelor's,6.7,4.6,24,7,23,6,8,4,5,5,4,2,1,7,5,0
RBT_1727,33,Bachelor's,0.8,5.1,18,7,36,0,5,5,3,4,1,3,8,9,4,0
RBT_1728,42,Bachelor's,6.4,1.6,21,11,25,2,9,2,5,5,4,2,4,5,3,1
RBT_1729,36,High School,5.3,6.2,27,10,26,1,6,2,4,2,3,5,7,7,2,0
RBT_1730,37,Bachelor's,5.7,4.4,29,11,39,4,5,5,3,3,2,1,7,8,4,0
RBT_1731,38,Bachelor's,3.9,3.1,16,5,25,1,3,4,2,3,2,4,8,8,4,0
RBT_1732,36,Bachelor's,1.3,1.4,16,5,28,4,7,4,4,5,1,5,9,4,3,0
RBT_1733,33,Bachelor's,2.3,6.6,15,3,39,4,9,4,3,5,3,3,9,7,3,1
RBT_1734,28,Bachelor's,9.5,5.3,16,8,23,3,4,5,5,2,4,4,14,1,4,0
RBT_1735,27,Bachelor's,4.4,1.6,24,6,24,6,7,5,4,1,5,5,7,4,4,0
RBT_1736,21,High School,4.9,2.5,28,10,38,9,3,1,2,4,1,2,9,5,4,0
RBT_1737,32,Bachelor's,1.0,5.7,22,4,29,5,2,2,3,1,1,3,5,7,1,1
RBT_1738,44,Bachelor's,0.9,4.9,25,4,37,1,1,3,5,3,5,5,10,6,4,0
RBT_1739,26,Bachelor's,7.3,5.4,22,9,34,3,6,3,5,4,2,2,4,4,5,0
RBT_1740,28,High School,5.6,3.2,22,7,20,6,5,2,4,2,2,2,3,3,2,1
RBT_1741,41,High School,5.3,5.1,29,3,24,8,2,1,3,1,2,2,6,6,2,1
RBT_1742,41,Bachelor's,2.8,2.8,15,9,24,8,3,2,5,1,5,4,10,5,3,0
RBT_1743,30,Bachelor's,7.6,1.6,15,9,27,2,9,1,4,4,4,3,11,3,4,0
RBT_1744,33,Master's,2.1,4.5,26,8,39,0,3,1,1,2,4,2,9,4,2,1
RBT_1745,23,Bachelor's,2.3,6.8,24,6,34,8,7,4,5,2,3,5,4,2,2,1
RBT_1746,45,Bachelor's,4.9,2.3,18,10,36,7,1,2,4,1,3,2,14,9,5,0
RBT_1747,45,Bachelor's,3.2,3.3,20,4,38,6,7,3,1,1,2,3,2,7,5,0
RBT_1748,48,Bachelor's,2.9,4.8,22,4,32,5,9,5,4,5,5,4,11,3,1,0
RBT_1749,32,Bachelor's,6.6,3.9,27,4,29,9,8,5,5,4,1,2,3,8,1,0
RBT_1750,21,Bachelor's,6.7,5.9,16,5,36,6,7,2,1,2,4,5,3,8,2,0
RBT_1751,42,High School,8.3,5.4,27,8,24,8,8,5,4,3,5,3,2,1,3,0
RBT_1752,24,High School,4.5,0.6,17,3,37,5,4,1,3,4,3,2,13,5,2,1
RBT_1753,30,Bachelor's,1.2,7.0,20,4,36,9,2,5,1,5,4,4,9,5,3,0
RBT_1754,25,High School,3.1,5.3,24,4,23,2,9,1,4,4,4,1,4,3,2,1
RBT_1755,37,High School,9.8,6.1,18,3,26,2,3,1,3,1,5,5,3,2,5,0
RBT_1756,40,High School,6.2,4.6,26,5,24,3,4,3,1,4,3,2,14,1,4,0
RBT_1757,29,High School,7.2,6.0,16,9,27,9,7,5,4,4,5,2,10,4,2,0
RBT_1758,23,High School,0.6,1.0,21,3,27,9,2,3,5,4,1,1,6,2,1,0
RBT_1759,28,High School,5.4,2.6,18,9,30,7,8,5,1,3,4,3,8,5,3,0
RBT_1760,25,Master's,0.9,6.2,22,7,28,9,8,1,1,5,5,1,11,2,3,0
RBT_1761,21,Bachelor's,5.9,1.6,22,11,38,8,5,5,3,4,5,3,8,1,2,1
RBT_1762,36,High School,9.2,0.7,21,4,38,7,9,3,4,4,1,2,10,9,3,0
RBT_1763,24,High School,9.7,5.6,24,3,28,9,8,4,5,3,5,1,6,2,1,1
RBT_1764,44,Bachelor's,5.6,5.9,23,11,39,1,1,3,3,2,4,2,5,4,5,1
RBT_1765,25,High School,4.9,1.3,18,10,36,3,9,4,1,4,2,1,11,3,4,1
RBT_1766,45,Bachelor's,9.5,6.0,21,8,35,3,5,2,3,4,2,2,7,1,4,0
RBT_1767,31,Bachelor's,6.9,4.9,24,7,26,1,9,3,3,2,3,2,3,8,3,1
RBT_1768,42,Bachelor's,1.1,3.7,24,10,22,7,9,5,3,4,1,2,12,2,2,0
RBT_1769,40,High School,4.9,5.8,29,10,38,2,3,4,1,4,3,4,10,8,3,1
RBT_1770,29,Bachelor's,2.8,3.1,26,7,27,1,8,5,2,4,2,1,2,1,1,0
RBT_1771,41,High School,5.0,1.5,15,9,24,6,7,4,3,5,1,4,13,6,2,0
RBT_1772,40,Master's,4.8,2.1,18,3,25,0,7,3,2,1,5,2,8,4,5,1
RBT_1773,46,Bachelor's,6.0,3.6,16,6,21,5,2,3,5,5,5,5,11,3,1,0
RBT_1774,44,High School,3.9,3.8,23,4,38,2,2,5,5,2,4,3,12,1,5,0
RBT_1775,25,High School,2.1,5.7,19,5,32,2,2,3,5,5,2,1,14,1,2,0
RBT_1776,46,High School,5.3,5.6,17,3,25,4,2,5,4,5,5,1,9,7,5,0
RBT_1777,27,Bachelor's,8.4,4.2,18,4,25,2,4,1,1,3,1,3,12,6,1,1
RBT_1778,21,High School,6.8,5.5,20,3,21,3,7,4,2,2,5,4,6,3,1,0
RBT_1779,31,Bachelor's,3.7,1.5,24,10,24,2,2,5,4,2,3,3,4,2,3,1
RBT_1780,32,High School,9.4,0.5,15,6,30,6,5,4,2,2,3,5,6,3,2,0
RBT_1781,44,Bachelor's,9.2,6.1,21,5,30,2,7,1,1,5,3,2,12,8,4,0
RBT_1782,40,Bachelor's,2.5,0.7,22,3,33,9,9,4,3,2,3,3,7,7,4,0
RBT_1783,26,Bachelor's,0.9,1.9,21,4,32,3,8,5,4,3,3,3,12,7,5,0
RBT_1784,29,Bachelor's,7.5,4.9,21,5,27,1,9,3,1,4,4,2,8,5,4,1
RBT_1785,32,High School,8.4,3.0,23,5,34,1,7,4,4,5,3,1,3,3,4,1
RBT_1786,36,High School,9.7,6.2,27,8,31,8,3,4,5,4,4,5,12,1,1,0
RBT_1787,45,Bachelor's,9.0,2.2,18,10,22,0,1,1,4,4,4,3,6,1,1,0
RBT_1788,40,High School,6.2,0.3,28,8,24,0,7,2,3,5,5,3,14,6,1,0
RBT_1789,47,High School,5.5,2.2,21,4,25,9,6,3,3,5,1,1,10,4,4,0
